"OutcomeType","gender","hasName","ageWeeks","isDog","isMix","month","weekday","hourOfDay","isFixed","newBreed","newColor"
NA,"Male","1",8,"1","0",4,"Wednesday",17,"1","Other","Tan/White"
NA,"Female","0",52,"0","1",7,"Wednesday",16,"0","Domestic Shorthair Mix","Other"
NA,"Female","1",416,"1","1",1,"Wednesday",15,"1","Border Collie Mix","Other"
NA,"Female","1",156,"0","1",7,"Sunday",15,"1","Domestic Shorthair Mix","Brown Tabby"
NA,"Female","1",24,"1","0",1,"Friday",13,"0","Chihuahua Shorthair/Dachshund","Black/White"
NA,"Male","1",104,"1","1",2,"Saturday",15,"1","Other","Other"
NA,"Female","1",156,"1","1",7,"Tuesday",16,"1","Pit Bull Mix","Red"
NA,"Female","1",156,"1","1",7,"Friday",17,"1","Border Collie Mix","Tan/White"
NA,"Female","1",260,"1","1",2,"Sunday",11,"1","Pit Bull Mix","White/Brown"
NA,"Female","1",32,"0","1",12,"Monday",12,"1","Domestic Shorthair Mix","Torbie"
NA,"Male","1",208,"0","0",11,"Thursday",15,"1","Other","Other"
NA,"Female","1",104,"1","0",9,"Sunday",17,"1","Other","Black"
NA,"Male","1",52,"0","1",7,"Tuesday",11,"1","Domestic Shorthair Mix","Other"
NA,"Female","0",16,"1","0",2,"Monday",14,"1","Other","Black/Tan"
NA,"Male","1",156,"1","0",8,"Sunday",18,"1","Other","Tan"
NA,"Male","1",208,"1","1",5,"Friday",14,"1","Pit Bull Mix","Blue/White"
NA,"Male","1",8,"0","1",7,"Tuesday",15,"1","Domestic Shorthair Mix","Brown Tabby"
NA,"Female","1",104,"1","1",4,"Friday",13,"0","Cairn Terrier Mix","Other"
NA,"Female","1",416,"0","1",2,"Wednesday",18,"1","Domestic Shorthair Mix","Tortie"
NA,"Female","0",104,"0","1",6,"Friday",16,"1","Domestic Shorthair Mix","Calico"
NA,"Female","0",40,"1","0",2,"Saturday",14,"0","Other","White/Tan"
NA,"Male","1",104,"1","1",7,"Sunday",12,"1","Other","Tan"
NA,"Unknown","0",1,"0","1",9,"Thursday",11,"0","Domestic Shorthair Mix","Black"
NA,"Unknown","0",0,"0","1",5,"Tuesday",13,"0","Domestic Shorthair Mix","Brown Tabby"
NA,"Female","0",52,"0","1",6,"Saturday",9,"0","Domestic Shorthair Mix","Brown Tabby/White"
NA,"Female","1",28,"1","0",3,"Friday",18,"1","Chihuahua Shorthair/Dachshund","Black/White"
NA,"Male","1",52,"1","1",10,"Saturday",14,"1","Chihuahua Shorthair Mix","White/Tan"
NA,"Female","1",8,"0","1",7,"Tuesday",14,"1","Domestic Shorthair Mix","Torbie"
NA,"Female","0",12,"0","0",7,"Sunday",9,"0","Domestic Shorthair","Other"
NA,"Male","1",312,"1","1",5,"Wednesday",14,"1","Labrador Retriever Mix","Other"
NA,"Female","1",312,"1","1",6,"Monday",18,"1","Australian Shepherd Mix","Tan/White"
NA,"Male","1",104,"1","1",8,"Monday",18,"0","Pit Bull Mix","Other"
NA,"Female","0",104,"1","0",10,"Thursday",18,"1","Other","Tricolor"
NA,"Female","1",52,"1","1",1,"Saturday",17,"1","Chihuahua Longhair Mix","Black"
NA,"Female","0",104,"0","1",10,"Monday",16,"0","Domestic Shorthair Mix","Brown Tabby/White"
NA,"Female","1",52,"0","1",10,"Friday",13,"1","Domestic Longhair Mix","Calico"
NA,"Female","1",364,"1","1",7,"Tuesday",17,"1","Other","Tan"
NA,"Male","1",52,"1","1",4,"Tuesday",19,"1","Australian Cattle Dog Mix","Other"
NA,"Male","1",4,"0","1",10,"Thursday",16,"0","Domestic Shorthair Mix","Brown Tabby"
NA,"Female","0",52,"0","1",1,"Wednesday",19,"1","Domestic Shorthair Mix","Black"
NA,"Male","1",40,"1","0",2,"Sunday",13,"1","Other","Red"
NA,"Male","1",8,"0","1",7,"Saturday",16,"1","Domestic Shorthair Mix","Orange Tabby/White"
NA,"Male","1",40,"1","1",2,"Friday",11,"1","Labrador Retriever Mix","Other"
NA,"Female","1",8,"0","1",2,"Wednesday",18,"1","Domestic Shorthair Mix","Tortie"
NA,"Male","1",44,"1","1",6,"Monday",16,"1","Pit Bull Mix","Other"
NA,"Female","0",104,"1","1",8,"Monday",12,"1","Other","Tan"
NA,"Male","1",8,"0","1",12,"Wednesday",15,"0","Domestic Shorthair Mix","Other"
NA,"Female","1",104,"1","0",8,"Monday",14,"1","Other","Black"
NA,"Female","1",4,"0","1",6,"Monday",10,"0","Domestic Shorthair Mix","Black"
NA,"Female","1",12,"1","1",10,"Sunday",17,"1","Other","Red"
NA,"Female","1",20,"1","1",7,"Monday",17,"1","Labrador Retriever Mix","White"
NA,"Female","1",104,"1","1",11,"Saturday",17,"1","Other","Tan/White"
NA,"Female","1",8,"0","1",8,"Monday",17,"1","Domestic Shorthair Mix","Calico"
NA,"Female","1",156,"0","1",10,"Wednesday",16,"0","Domestic Shorthair Mix","Tortie"
NA,"Male","1",12,"0","1",7,"Friday",18,"1","Domestic Shorthair Mix","Other"
NA,"Male","1",104,"1","1",1,"Monday",18,"1","Labrador Retriever Mix","Other"
NA,"Female","1",156,"0","1",4,"Wednesday",13,"1","Siamese Mix","Other"
NA,"Male","0",8,"1","1",8,"Monday",18,"1","Boxer Mix","Brown"
NA,"Female","1",16,"0","1",2,"Tuesday",15,"1","Domestic Shorthair Mix","Other"
NA,"Female","0",52,"0","1",7,"Friday",9,"0","Domestic Shorthair Mix","Blue"
NA,"Female","1",8,"1","1",6,"Tuesday",14,"1","Other","Red/White"
NA,"Female","1",8,"0","1",6,"Sunday",13,"1","Domestic Medium Hair Mix","Orange Tabby"
NA,"Male","1",52,"0","1",1,"Tuesday",13,"1","Domestic Shorthair Mix","Orange Tabby"
NA,"Male","1",104,"1","0",7,"Wednesday",17,"1","Other","White/Brown"
NA,"Female","1",52,"0","1",12,"Friday",9,"1","Domestic Shorthair Mix","Black"
NA,"Female","1",156,"1","1",10,"Monday",17,"1","Miniature Poodle Mix","Black"
NA,"Male","1",104,"0","1",4,"Tuesday",18,"1","Domestic Shorthair Mix","Brown Tabby"
NA,"Male","1",52,"1","1",2,"Tuesday",10,"1","Other","Tricolor"
NA,"Female","1",8,"1","1",1,"Thursday",12,"1","Labrador Retriever Mix","Black/White"
NA,"Male","1",104,"1","1",1,"Saturday",11,"1","Rottweiler Mix","Black/Tan"
NA,"Female","1",28,"0","1",1,"Saturday",12,"1","Domestic Shorthair Mix","Black/White"
NA,"Female","1",52,"1","1",2,"Friday",16,"1","Pit Bull Mix","Brown Brindle/White"
NA,"Female","1",20,"0","1",12,"Thursday",12,"1","Domestic Shorthair Mix","Black"
NA,"Female","1",104,"1","1",7,"Monday",12,"1","Pit Bull Mix","Brown Brindle/White"
NA,"Male","1",260,"1","1",10,"Thursday",16,"1","Chihuahua Shorthair Mix","Other"
NA,"Male","1",52,"1","0",6,"Saturday",18,"0","Other","Black/White"
NA,"Female","0",8,"1","0",9,"Tuesday",17,"1","Other","Brown/Black"
NA,"Male","1",156,"1","1",10,"Wednesday",16,"1","Chihuahua Shorthair Mix","Black/Tan"
NA,"Female","1",260,"0","1",9,"Monday",15,"1","Domestic Shorthair Mix","Black"
NA,"Female","1",104,"1","1",12,"Wednesday",17,"1","Rottweiler Mix","Black/Tan"
NA,"Female","1",156,"1","1",4,"Wednesday",19,"1","Other","Brown Brindle/White"
NA,"Male","1",52,"1","1",2,"Tuesday",13,"1","Border Collie Mix","Tan/White"
NA,"Male","1",40,"1","1",1,"Sunday",18,"1","Siberian Husky Mix","White"
NA,"Unknown","0",0.43,"0","1",5,"Tuesday",13,"0","Domestic Shorthair Mix","Brown Tabby/White"
NA,"Male","1",728,"0","1",8,"Tuesday",12,"1","Domestic Shorthair Mix","Black/White"
NA,"Male","1",364,"0","1",9,"Friday",14,"1","Domestic Shorthair Mix","Orange Tabby"
NA,"Male","1",260,"1","0",6,"Sunday",14,"1","Other","White/Black"
NA,"Male","1",364,"1","1",10,"Thursday",17,"1","Other","Blue/White"
NA,"Female","0",4,"1","1",8,"Friday",16,"0","Pit Bull Mix","Black/White"
NA,"Male","1",104,"1","0",9,"Sunday",12,"0","Other","White/Brown"
NA,"Female","1",104,"1","1",10,"Sunday",17,"1","Chihuahua Shorthair Mix","Tan/White"
NA,"Male","1",520,"0","1",12,"Sunday",13,"1","Domestic Longhair Mix","Black/White"
NA,"Male","0",3,"0","1",7,"Monday",13,"0","Domestic Shorthair Mix","Orange Tabby"
NA,"Female","0",8,"0","1",8,"Monday",15,"0","Domestic Shorthair Mix","Brown Tabby"
NA,"Female","1",260,"1","1",1,"Monday",18,"0","Beagle Mix","Tricolor"
NA,"Male","1",364,"1","0",9,"Monday",13,"1","Other","Other"
NA,"Male","1",4,"1","1",7,"Friday",18,"1","Labrador Retriever Mix","Brown Brindle"
NA,"Female","0",52,"0","1",5,"Monday",8,"0","Domestic Shorthair Mix","Orange Tabby/White"
NA,"Female","1",156,"1","1",11,"Thursday",11,"1","Pit Bull Mix","Black/White"
NA,"Male","1",208,"1","0",11,"Sunday",11,"1","Other","Black/Brown"
NA,"Female","1",12,"0","1",12,"Tuesday",13,"1","Domestic Longhair Mix","Calico"
NA,"Male","1",28,"0","1",12,"Thursday",15,"1","Domestic Shorthair Mix","Brown Tabby"
NA,"Male","1",468,"1","0",12,"Sunday",15,"1","Other","Black/White"
NA,"Male","1",468,"1","1",1,"Saturday",16,"1","Other","Other"
NA,"Male","1",104,"1","1",7,"Wednesday",8,"0","Pit Bull Mix","Blue/White"
NA,"Male","1",8,"1","0",11,"Tuesday",18,"1","Other","Other"
NA,"Male","1",4,"0","1",12,"Tuesday",15,"0","Domestic Shorthair Mix","Orange Tabby"
NA,"Unknown","0",0.43,"0","1",3,"Tuesday",11,"0","Domestic Shorthair Mix","Black"
NA,"Female","1",4,"1","1",10,"Sunday",13,"0","Other","White/Black"
NA,"Female","1",104,"1","0",4,"Wednesday",18,"1","Other","Other"
NA,"Male","1",156,"1","1",9,"Thursday",16,"1","German Shepherd Mix","Other"
NA,"Female","1",8,"0","1",11,"Wednesday",11,"1","Domestic Medium Hair Mix","Calico"
NA,"Male","1",12,"0","1",10,"Sunday",16,"1","Domestic Shorthair Mix","Black/White"
NA,"Female","1",260,"1","1",8,"Thursday",17,"1","Other","Brown/White"
NA,"Male","1",104,"1","1",2,"Friday",14,"1","Other","Black"
NA,"Female","0",8,"1","1",5,"Saturday",18,"1","Labrador Retriever Mix","Other"
NA,"Female","1",364,"0","1",7,"Monday",14,"1","Domestic Shorthair Mix","Black"
NA,"Female","1",104,"1","0",4,"Monday",18,"1","Other","Other"
NA,"Male","1",4,"0","1",6,"Sunday",13,"0","Siamese Mix","Other"
NA,"Female","1",208,"1","1",11,"Saturday",14,"1","Labrador Retriever Mix","Other"
NA,"Unknown","0",1,"0","1",6,"Thursday",13,"0","Domestic Shorthair Mix","Other"
NA,"Female","1",52,"1","1",3,"Thursday",14,"1","Pit Bull Mix","Blue/White"
NA,"Male","1",52,"1","1",10,"Thursday",16,"1","Labrador Retriever Mix","Black/White"
NA,"Male","1",8,"0","1",7,"Sunday",17,"1","Domestic Longhair Mix","Orange Tabby"
NA,"Male","1",156,"0","0",1,"Wednesday",13,"1","Other","Other"
NA,"Male","1",520,"1","0",3,"Tuesday",15,"1","Other","Other"
NA,"Male","1",468,"1","0",8,"Saturday",12,"1","Other","Other"
NA,"Unknown","0",2,"0","1",4,"Tuesday",13,"0","Domestic Shorthair Mix","White/Black"
NA,"Female","1",104,"1","1",11,"Sunday",14,"1","Pit Bull Mix","Brown Brindle/White"
NA,"Male","1",104,"1","1",5,"Monday",17,"1","Yorkshire Terrier Mix","Other"
NA,"Male","1",4,"1","1",11,"Saturday",9,"1","Other","Other"
NA,"Female","1",20,"1","1",10,"Saturday",11,"1","Australian Cattle Dog Mix","White/Black"
NA,"Female","1",44,"1","0",3,"Thursday",13,"1","Other","Black/White"
NA,"Male","1",364,"1","1",2,"Thursday",15,"1","Labrador Retriever Mix","Black/White"
NA,"Female","1",364,"1","1",3,"Monday",18,"1","Rat Terrier Mix","White/Black"
NA,"Male","0",3,"0","1",8,"Friday",18,"0","Domestic Shorthair Mix","Brown Tabby/White"
NA,"Female","1",52,"0","1",9,"Saturday",17,"0","Other","Black/White"
NA,"Male","1",104,"1","1",3,"Thursday",13,"1","Australian Cattle Dog Mix","Other"
NA,"Unknown","0",3,"0","1",6,"Tuesday",17,"0","Domestic Medium Hair Mix","Orange Tabby"
NA,"Male","1",104,"1","1",9,"Sunday",14,"1","German Shepherd Mix","Black/Tan"
NA,"Male","1",12,"0","1",5,"Wednesday",17,"1","Domestic Shorthair Mix","Black"
NA,"Male","1",156,"1","1",7,"Tuesday",15,"1","Chihuahua Shorthair Mix","Tan/White"
NA,"Male","1",104,"1","1",6,"Monday",12,"0","Shih Tzu Mix","Other"
NA,"Male","1",8,"0","1",8,"Sunday",17,"1","Domestic Shorthair Mix","Orange Tabby/White"
NA,"Male","0",3,"0","1",9,"Tuesday",12,"0","Domestic Shorthair Mix","Orange Tabby"
NA,"Female","1",104,"1","1",3,"Monday",19,"1","Other","Black/Tan"
NA,"Male","0",4,"0","1",7,"Tuesday",17,"0","Domestic Shorthair Mix","Blue"
NA,"Male","1",24,"1","1",7,"Tuesday",15,"1","Pit Bull Mix","Other"
NA,"Male","1",52,"1","1",3,"Thursday",14,"1","Pit Bull Mix","Brown Brindle"
NA,"Female","1",208,"1","1",3,"Saturday",11,"1","Labrador Retriever Mix","Black/White"
NA,"Male","0",4,"1","1",9,"Sunday",16,"1","Other","Brown"
NA,"Male","0",156,"1","0",6,"Friday",17,"1","Other","Black/Tan"
NA,"Female","1",40,"1","1",6,"Monday",14,"0","Other","Tan/White"
NA,"Unknown","0",1,"0","1",9,"Saturday",18,"0","Domestic Shorthair Mix","Blue Tabby"
NA,"Male","1",52,"1","1",1,"Thursday",16,"0","Labrador Retriever Mix","Black"
NA,"Female","0",52,"1","0",5,"Thursday",16,"1","Other","Black/White"
NA,"Male","1",52,"1","0",6,"Saturday",17,"1","Other","Black/Brown"
NA,"Female","0",104,"0","1",1,"Thursday",11,"1","Domestic Shorthair Mix","Calico"
NA,"Female","0",40,"0","1",10,"Friday",9,"0","Domestic Longhair Mix","Brown Tabby/White"
NA,"Unknown","0",1,"0","1",8,"Saturday",15,"0","Domestic Shorthair Mix","Blue Tabby"
NA,"Female","1",104,"1","0",6,"Thursday",15,"1","Other","Tricolor"
NA,"Unknown","0",2,"0","1",8,"Thursday",14,"0","Domestic Shorthair Mix","Other"
NA,"Female","1",36,"1","0",7,"Thursday",18,"1","Other","Black/White"
NA,"Female","1",44,"1","1",12,"Friday",17,"1","Other","Other"
NA,"Female","0",8,"1","1",3,"Sunday",17,"1","Border Collie Mix","Black/White"
NA,"Female","0",4,"0","1",6,"Friday",18,"0","Domestic Medium Hair Mix","Black"
NA,"Female","1",52,"1","1",3,"Saturday",17,"1","Pit Bull Mix","White/Black"
NA,"Male","1",260,"1","1",9,"Friday",18,"1","Pit Bull Mix","Chocolate/White"
NA,"Unknown","0",1,"0","1",6,"Saturday",13,"0","Domestic Shorthair Mix","Brown Tabby"
NA,"Female","1",4,"0","1",6,"Sunday",12,"0","Domestic Shorthair Mix","Brown Tabby"
NA,"Male","0",12,"1","0",11,"Wednesday",17,"1","Other","Tan"
NA,"Female","1",364,"1","1",12,"Saturday",12,"1","Boxer Mix","Brown/White"
NA,"Male","1",156,"1","1",8,"Saturday",16,"1","American Bulldog Mix","Tan/White"
NA,"Female","1",52,"0","1",5,"Saturday",16,"1","Domestic Shorthair Mix","Brown Tabby"
NA,"Male","1",8,"0","1",10,"Saturday",14,"1","Domestic Shorthair Mix","Blue/White"
NA,"Female","1",104,"1","1",3,"Sunday",12,"1","Other","Black/Tan"
NA,"Female","0",4,"0","1",9,"Tuesday",17,"0","Domestic Shorthair Mix","Other"
NA,"Female","1",52,"0","1",10,"Monday",14,"1","Domestic Shorthair Mix","Black/White"
NA,"Female","1",24,"1","0",12,"Tuesday",14,"0","Other","Other"
NA,"Male","1",312,"0","1",10,"Sunday",13,"1","Domestic Shorthair Mix","Black/White"
NA,"Female","1",260,"1","1",2,"Monday",17,"1","Miniature Poodle Mix","White"
NA,"Female","1",416,"0","1",5,"Thursday",17,"0","Domestic Shorthair Mix","Brown Tabby/White"
NA,"Male","0",52,"0","1",11,"Sunday",12,"1","Domestic Shorthair Mix","Brown Tabby/White"
NA,"Male","0",40,"1","1",8,"Saturday",17,"1","Other","Black/White"
NA,"Female","1",52,"1","1",12,"Saturday",17,"1","Chihuahua Shorthair Mix","Tan"
NA,"Female","1",20,"0","1",10,"Saturday",13,"1","Domestic Shorthair Mix","Blue"
NA,"Male","1",104,"1","0",2,"Thursday",18,"1","Other","Brown Brindle/White"
NA,"Male","1",468,"1","1",1,"Sunday",18,"0","Chihuahua Shorthair Mix","Brown/Black"
NA,"Female","1",52,"1","1",12,"Sunday",15,"1","Labrador Retriever Mix","Brown"
NA,"Male","1",156,"1","1",8,"Friday",18,"1","Boxer Mix","Brown/White"
NA,"Female","1",104,"1","1",6,"Tuesday",9,"1","Chihuahua Shorthair Mix","Tan"
NA,"Male","1",52,"0","1",6,"Tuesday",14,"1","Siamese Mix","Other"
NA,"Male","0",1,"1","1",6,"Friday",18,"0","Chihuahua Shorthair Mix","Other"
NA,"Female","1",104,"1","1",2,"Monday",14,"1","Chihuahua Shorthair Mix","White/Tan"
NA,"Male","1",312,"1","1",2,"Wednesday",12,"0","Pit Bull Mix","Tan/White"
NA,"Female","1",104,"1","1",4,"Sunday",16,"1","Boxer Mix","Black/White"
NA,"Female","1",20,"1","1",12,"Wednesday",14,"0","Labrador Retriever Mix","Black/White"
NA,"Male","0",52,"0","1",10,"Wednesday",15,"1","Domestic Shorthair Mix","Black/White"
NA,"Female","0",2,"0","1",6,"Tuesday",11,"0","Domestic Shorthair Mix","Brown Tabby/White"
NA,"Unknown","0",0.29,"0","1",9,"Wednesday",16,"0","Domestic Shorthair Mix","Brown Tabby"
NA,"Unknown","0",36,"0","1",7,"Monday",9,"0","Domestic Shorthair Mix","Brown Tabby/White"
NA,"Female","1",8,"1","1",8,"Monday",12,"0","Other","Tan/White"
NA,"Female","1",52,"1","1",10,"Thursday",17,"1","German Shepherd Mix","Black/Tan"
NA,"Male","1",52,"1","0",7,"Tuesday",17,"1","Other","Blue/White"
NA,"Female","1",16,"1","1",5,"Monday",14,"1","Chihuahua Shorthair Mix","Brown/White"
NA,"Male","1",52,"1","1",10,"Thursday",18,"1","Chihuahua Shorthair Mix","Other"
NA,"Female","0",8,"0","1",10,"Wednesday",17,"0","Domestic Shorthair Mix","Brown Tabby"
NA,"Female","1",24,"0","1",10,"Thursday",11,"1","Domestic Shorthair Mix","Brown Tabby"
NA,"Female","0",3,"0","1",4,"Monday",14,"0","Domestic Medium Hair Mix","Blue Tabby/White"
NA,"Male","1",104,"1","0",7,"Wednesday",9,"0","Other","Brown/White"
NA,"Male","1",8,"0","1",11,"Monday",16,"1","Domestic Shorthair Mix","Brown Tabby"
NA,"Female","1",8,"1","1",5,"Monday",18,"1","Border Collie Mix","Black"
NA,"Female","1",52,"0","1",2,"Monday",16,"1","Domestic Medium Hair Mix","Black"
NA,"Male","1",52,"1","0",3,"Saturday",14,"1","Other","Black/Brown"
NA,"Female","0",2,"0","1",9,"Friday",12,"0","Domestic Shorthair Mix","Calico"
NA,"Male","1",40,"1","1",1,"Sunday",17,"1","Miniature Schnauzer Mix","Black/Tan"
NA,"Male","0",2,"0","1",8,"Tuesday",14,"0","Domestic Shorthair Mix","Black"
NA,"Male","1",260,"1","1",4,"Sunday",14,"1","Other","Other"
NA,"Male","1",12,"0","1",7,"Monday",14,"1","Domestic Shorthair Mix","Other"
NA,"Male","1",52,"0","1",8,"Saturday",13,"1","Domestic Shorthair Mix","Blue"
NA,"Female","1",44,"1","1",1,"Saturday",13,"1","Other","Other"
NA,"Male","1",416,"1","1",7,"Monday",11,"1","Labrador Retriever Mix","Tan"
NA,"Male","1",156,"1","1",4,"Saturday",18,"1","Jack Russell Terrier Mix","White/Tan"
NA,"Female","1",156,"1","1",12,"Saturday",15,"1","Pit Bull Mix","Blue/White"
NA,"Female","1",156,"0","1",11,"Friday",8,"1","Domestic Medium Hair Mix","Black"
NA,"Female","1",104,"1","1",5,"Wednesday",14,"1","Yorkshire Terrier Mix","Brown"
NA,"Male","0",44,"1","1",7,"Thursday",12,"1","Dachshund Mix","Black/Tan"
NA,"Unknown","0",0.43,"0","1",9,"Friday",15,"0","Domestic Shorthair Mix","Brown Tabby/White"
NA,"Male","1",156,"0","1",11,"Saturday",16,"1","Domestic Shorthair Mix","Blue"
NA,"Female","1",4,"1","0",1,"Thursday",17,"1","Other","Black/White"
NA,"Female","1",20,"0","1",12,"Tuesday",12,"1","Domestic Shorthair Mix","Black"
NA,"Female","1",52,"0","1",8,"Saturday",14,"1","Domestic Shorthair Mix","Calico"
NA,"Female","1",8,"0","1",6,"Saturday",19,"0","Domestic Shorthair Mix","Black"
NA,"Female","1",28,"1","1",12,"Thursday",13,"1","German Shepherd Mix","Other"
NA,"Female","1",468,"0","1",6,"Saturday",16,"1","Domestic Shorthair Mix","Tortie"
NA,"Male","0",52,"0","1",5,"Monday",17,"0","Domestic Shorthair Mix","Orange Tabby"
NA,"Male","1",8,"1","1",12,"Friday",18,"0","Chihuahua Shorthair Mix","Chocolate/White"
NA,"Unknown","0",52,"0","0",1,"Saturday",9,"0","Other","Brown Tabby"
NA,"Male","0",8,"1","1",9,"Monday",17,"0","Pit Bull Mix","Other"
NA,"Unknown","0",1,"0","1",7,"Sunday",14,"0","Domestic Medium Hair Mix","Black/White"
NA,"Male","1",8,"0","1",9,"Monday",18,"0","Domestic Shorthair Mix","Black"
NA,"Female","0",20,"1","1",4,"Sunday",19,"1","Jack Russell Terrier Mix","Other"
NA,"Male","1",104,"1","1",3,"Saturday",17,"1","Pit Bull Mix","Black/White"
NA,"Female","0",52,"0","1",9,"Wednesday",18,"0","Domestic Longhair Mix","Other"
NA,"Male","1",16,"1","0",8,"Thursday",18,"1","Other","Black/Brown"
NA,"Male","1",260,"1","1",10,"Tuesday",17,"1","Other","Brown/White"
NA,"Female","1",52,"0","1",7,"Saturday",14,"1","Domestic Shorthair Mix","White/Black"
NA,"Male","1",16,"0","1",7,"Saturday",13,"0","Domestic Shorthair Mix","Black"
NA,"Male","1",12,"0","1",8,"Monday",12,"1","Domestic Medium Hair Mix","Other"
NA,"Female","1",52,"1","1",7,"Thursday",14,"1","Pit Bull Mix","White/Brown"
NA,"Female","1",208,"1","1",9,"Saturday",16,"1","Dachshund Mix","Red/White"
NA,"Female","1",8,"1","0",12,"Wednesday",12,"1","Other","Black/White"
NA,"Female","1",24,"1","1",2,"Thursday",13,"1","Siberian Husky Mix","Black/White"
NA,"Female","1",12,"0","1",7,"Saturday",19,"1","Domestic Shorthair Mix","Brown Tabby"
NA,"Male","1",52,"1","0",3,"Monday",17,"1","Chihuahua Shorthair/Dachshund","Other"
NA,"Male","1",312,"1","1",10,"Saturday",16,"1","Australian Shepherd Mix","White/Brown"
NA,"Female","1",624,"1","1",12,"Friday",11,"0","Labrador Retriever Mix","Black"
NA,"Female","1",16,"0","1",6,"Monday",17,"1","Domestic Shorthair Mix","Tortie"
NA,"Female","1",52,"1","1",2,"Sunday",17,"1","Pit Bull Mix","Brown"
NA,"Female","1",208,"0","1",5,"Wednesday",15,"1","Domestic Shorthair Mix","Black"
NA,"Male","0",8,"0","1",12,"Sunday",15,"1","Domestic Shorthair Mix","Brown Tabby"
NA,"Female","1",156,"1","0",7,"Saturday",17,"1","Other","Black"
NA,"Unknown","0",1,"1","1",12,"Thursday",16,"0","Labrador Retriever Mix","Brown"
NA,"Male","0",52,"1","1",3,"Friday",17,"1","German Shepherd Mix","Black/Tan"
NA,"Female","1",52,"1","0",10,"Saturday",15,"1","Other","Brown"
NA,"Male","1",36,"1","1",1,"Thursday",21,"1","Jack Russell Terrier Mix","White/Black"
NA,"Male","1",52,"1","0",10,"Wednesday",18,"1","Other","Brown Brindle/White"
NA,"Female","1",52,"1","1",8,"Sunday",17,"1","Labrador Retriever Mix","Other"
NA,"Male","1",208,"1","1",4,"Sunday",17,"1","Other","Tan/White"
NA,"Unknown","0",0.57,"0","1",4,"Wednesday",14,"0","Domestic Shorthair Mix","Orange Tabby"
NA,"Male","0",52,"1","1",12,"Thursday",18,"1","Dachshund Mix","Tan/White"
NA,"Female","1",52,"1","0",6,"Thursday",15,"0","Other","Other"
NA,"Male","1",416,"1","1",1,"Thursday",16,"1","Other","Other"
NA,"Male","1",52,"1","0",5,"Sunday",18,"1","Other","White/Black"
NA,"Female","0",8,"0","1",11,"Thursday",13,"0","Domestic Shorthair Mix","Brown Tabby/White"
NA,"Male","1",260,"1","1",3,"Saturday",10,"1","Chihuahua Shorthair Mix","Tricolor"
NA,"Male","1",8,"0","1",7,"Saturday",11,"1","Domestic Shorthair Mix","Black"
NA,"Male","1",104,"1","1",9,"Tuesday",18,"1","Rat Terrier Mix","White/Brown"
NA,"Female","0",52,"0","0",6,"Thursday",9,"0","Other","Tortie"
NA,"Male","0",312,"1","1",5,"Monday",19,"1","Miniature Poodle Mix","Other"
NA,"Male","1",312,"1","1",10,"Monday",17,"1","Other","Other"
NA,"Female","1",52,"0","1",8,"Wednesday",13,"1","Siamese Mix","Other"
NA,"Male","1",416,"1","0",5,"Monday",16,"1","Other","White/Tan"
NA,"Male","1",104,"1","1",12,"Wednesday",13,"1","Miniature Poodle Mix","White"
NA,"Male","0",16,"0","1",7,"Wednesday",9,"0","Domestic Shorthair Mix","Orange Tabby"
NA,"Male","1",28,"1","1",11,"Tuesday",14,"1","Labrador Retriever Mix","Black/White"
NA,"Female","0",4,"0","1",7,"Saturday",15,"0","Domestic Shorthair Mix","Black"
NA,"Male","0",8,"1","1",12,"Thursday",13,"0","Other","Brown/White"
NA,"Female","1",104,"0","1",6,"Sunday",17,"1","Domestic Shorthair Mix","Calico"
NA,"Female","1",12,"0","1",2,"Thursday",9,"1","Domestic Shorthair Mix","Blue/White"
NA,"Male","1",156,"1","0",5,"Wednesday",9,"1","Other","Black"
NA,"Female","1",52,"1","1",1,"Saturday",17,"1","Labrador Retriever Mix","Black/White"
NA,"Female","1",156,"1","0",6,"Friday",13,"1","Other","Black/Brown"
NA,"Female","1",104,"1","1",11,"Saturday",19,"1","Miniature Poodle Mix","White"
NA,"Female","1",20,"1","1",10,"Wednesday",11,"1","Australian Shepherd Mix","Other"
NA,"Female","0",12,"1","1",11,"Saturday",11,"1","Other","White/Black"
NA,"Female","1",104,"1","1",1,"Sunday",18,"1","Pit Bull Mix","Blue/White"
NA,"Female","1",104,"1","1",10,"Saturday",13,"1","Chihuahua Shorthair Mix","Tan/White"
NA,"Male","0",3,"0","1",9,"Thursday",16,"0","Domestic Shorthair Mix","Brown Tabby/White"
NA,"Male","0",104,"0","1",12,"Wednesday",19,"1","Siamese Mix","Other"
NA,"Female","1",208,"1","1",12,"Saturday",18,"1","Chihuahua Shorthair Mix","Tan"
NA,"Female","1",52,"1","0",10,"Friday",13,"1","Other","Other"
NA,"Female","0",156,"0","1",5,"Monday",8,"0","Siamese Mix","Other"
NA,"Male","1",156,"1","0",10,"Thursday",18,"1","Other","Black"
NA,"Male","0",52,"1","1",9,"Tuesday",17,"1","Other","White/Brown"
NA,"Female","1",8,"0","1",7,"Sunday",18,"1","Domestic Shorthair Mix","Black"
NA,"Male","0",468,"1","1",8,"Tuesday",15,"0","Other","White"
NA,"Male","0",52,"0","0",12,"Friday",17,"0","Domestic Shorthair","Other"
NA,"Male","1",676,"1","0",2,"Monday",0,"1","Other","Tan"
