"OutcomeType","gender","hasName","ageWeeks","isDog","isMix","month","weekday","hourOfDay","isFixed","newBreed","newColor"
"Adoption","Male","1",8,"0","1",9,"Sunday",18,"1","Domestic Medium Hair Mix","Other"
"Transfer","Female","0",0.43,"0","1",7,"Sunday",18,"0","Domestic Shorthair Mix","Other"
"Transfer","Male","0",16,"0","1",10,"Thursday",9,"0","Domestic Shorthair Mix","Black"
"Adoption","Female","1",12,"0","1",1,"Friday",11,"0","Domestic Shorthair Mix","Tortie"
"Adoption","Female","1",104,"1","1",3,"Saturday",17,"1","Chihuahua Shorthair Mix","Black/Brown"
"Adoption","Female","0",4,"0","1",9,"Wednesday",18,"1","Domestic Medium Hair Mix","Blue/White"
"Return_to_owner","Female","1",156,"1","1",9,"Wednesday",18,"1","Australian Shepherd Mix","Tricolor"
"Euthanasia","Male","1",312,"1","1",2,"Friday",17,"0","Dachshund Mix","Black"
"Return_to_owner","Male","1",24,"1","0",10,"Wednesday",16,"1","Other","Tricolor"
"Transfer","Male","0",24,"0","1",4,"Sunday",15,"0","Domestic Shorthair Mix","Blue"
"Adoption","Female","1",8,"1","1",10,"Saturday",17,"1","Pit Bull Mix","Red/White"
"Adoption","Female","1",208,"1","0",9,"Tuesday",17,"1","Other","Brown/White"
"Transfer","Male","0",8,"1","0",6,"Monday",15,"0","Other","Tan"
"Return_to_owner","Male","1",8,"0","1",10,"Wednesday",19,"1","Domestic Shorthair Mix","Brown Tabby/White"
"Adoption","Female","1",156,"1","0",7,"Wednesday",18,"1","Other","Brown Brindle"
"Transfer","Female","0",16,"0","1",11,"Wednesday",9,"0","Domestic Shorthair Mix","Brown Tabby/White"
"Return_to_owner","Female","1",624,"1","0",2,"Monday",12,"0","Other","Other"
"Adoption","Female","1",104,"1","1",6,"Wednesday",17,"1","Pit Bull Mix","Brown/White"
"Transfer","Female","0",36,"0","1",1,"Friday",14,"1","Domestic Shorthair Mix","Tortie"
"Euthanasia","Female","0",4,"0","1",10,"Sunday",18,"0","Domestic Longhair Mix","Other"
"Transfer","Female","1",40,"1","1",6,"Tuesday",16,"0","Australian Cattle Dog Mix","Black/White"
"Transfer","Male","1",156,"1","0",8,"Wednesday",17,"0","Other","Blue"
"Transfer","Female","1",104,"1","1",10,"Saturday",13,"1","Chihuahua Shorthair Mix","Black"
"Transfer","Unknown","0",1,"0","1",7,"Friday",11,"0","Domestic Shorthair Mix","Orange Tabby"
"Adoption","Female","1",12,"1","0",2,"Friday",10,"1","Other","White/Black"
"Adoption","Male","1",104,"1","1",9,"Saturday",18,"1","Pit Bull Mix","Black/White"
"Adoption","Male","1",364,"1","1",9,"Sunday",15,"1","Other","Black/White"
"Return_to_owner","Male","1",468,"1","1",7,"Friday",14,"1","Other","Other"
"Return_to_owner","Male","1",468,"1","0",10,"Tuesday",16,"1","Other","Red/White"
"Transfer","Male","1",8,"0","1",7,"Tuesday",15,"1","Domestic Shorthair Mix","Orange Tabby/White"
"Adoption","Female","1",8,"0","1",7,"Saturday",20,"1","Domestic Medium Hair Mix","Calico"
"Adoption","Female","1",312,"1","1",10,"Thursday",14,"1","German Shepherd Mix","Black/Tan"
"Return_to_owner","Female","1",156,"1","1",5,"Friday",11,"0","Great Pyrenees Mix","White/Brown"
"Return_to_owner","Male","1",312,"1","0",12,"Wednesday",17,"1","Other","Black/Tan"
"Transfer","Unknown","0",1,"1","1",1,"Saturday",15,"0","Chihuahua Shorthair Mix","Brown/Black"
"Return_to_owner","Male","1",624,"1","1",5,"Tuesday",16,"1","Yorkshire Terrier Mix","Black/Tan"
"Return_to_owner","Female","1",32,"1","1",5,"Friday",16,"1","Australian Kelpie Mix","Other"
"Return_to_owner","Female","1",520,"1","0",1,"Tuesday",14,"1","Other","Chocolate/White"
"Return_to_owner","Male","1",104,"1","0",5,"Tuesday",13,"1","Other","Red"
"Adoption","Female","1",12,"0","1",12,"Sunday",13,"1","Domestic Shorthair Mix","Black"
"Adoption","Male","1",20,"0","1",9,"Sunday",17,"1","Domestic Shorthair Mix","Orange Tabby"
"Return_to_owner","Male","1",52,"1","1",2,"Thursday",17,"1","Pit Bull Mix","Brown/White"
"Transfer","Female","0",104,"0","1",1,"Friday",19,"1","Domestic Shorthair Mix","Torbie"
"Transfer","Unknown","0",104,"0","0",2,"Monday",9,"0","Domestic Shorthair","Brown Tabby/White"
"Adoption","Male","1",12,"1","1",7,"Wednesday",16,"1","Chihuahua Shorthair Mix","Black/White"
"Return_to_owner","Male","1",104,"1","1",8,"Sunday",18,"1","Chihuahua Shorthair Mix","White/Brown"
"Adoption","Female","1",8,"1","1",12,"Tuesday",17,"1","German Shepherd Mix","Other"
"Adoption","Female","1",52,"1","1",2,"Saturday",16,"1","Chihuahua Shorthair Mix","Tan/White"
"Adoption","Female","1",260,"1","1",1,"Sunday",17,"1","Chihuahua Shorthair Mix","Tan"
"Adoption","Female","1",12,"0","1",11,"Monday",12,"0","Domestic Shorthair Mix","Brown Tabby"
"Return_to_owner","Male","1",52,"1","1",1,"Friday",13,"1","Other","Brown"
"Transfer","Male","1",52,"1","1",5,"Tuesday",17,"1","Labrador Retriever Mix","Black"
"Transfer","Male","1",104,"1","1",7,"Monday",15,"1","Other","Red/White"
"Transfer","Unknown","0",52,"0","1",6,"Saturday",9,"0","Domestic Shorthair Mix","Blue"
"Adoption","Female","1",52,"1","1",4,"Sunday",17,"1","Chihuahua Shorthair Mix","Other"
"Transfer","Male","1",52,"0","1",7,"Thursday",12,"1","Domestic Shorthair Mix","Brown Tabby"
"Adoption","Male","1",312,"1","1",7,"Friday",9,"1","Other","White/Brown"
"Transfer","Female","0",20,"0","1",8,"Friday",9,"0","Domestic Medium Hair Mix","Torbie"
"Return_to_owner","Male","1",624,"1","1",2,"Monday",11,"1","Miniature Schnauzer Mix","White"
"Transfer","Unknown","0",2,"0","1",4,"Tuesday",12,"0","Domestic Shorthair Mix","White/Brown"
"Transfer","Male","0",2,"0","1",10,"Tuesday",12,"0","Domestic Medium Hair Mix","Black"
"Adoption","Female","1",52,"0","1",12,"Tuesday",16,"1","Domestic Shorthair Mix","Brown Tabby/White"
"Adoption","Male","1",20,"1","1",1,"Sunday",13,"1","Chihuahua Shorthair Mix","Brown/Black"
"Transfer","Male","0",52,"0","1",1,"Sunday",9,"0","Domestic Shorthair Mix","Brown Tabby/White"
"Adoption","Female","0",8,"0","1",12,"Saturday",13,"1","Domestic Shorthair Mix","Tortie"
"Adoption","Male","0",8,"0","1",7,"Saturday",16,"1","Domestic Longhair Mix","Black"
"Adoption","Male","0",104,"1","0",7,"Friday",17,"1","Other","Other"
"Return_to_owner","Male","1",52,"1","1",1,"Saturday",13,"1","Other","White/Tan"
"Return_to_owner","Female","1",520,"1","0",1,"Friday",11,"1","Other","Other"
"Adoption","Female","1",156,"1","0",3,"Tuesday",18,"1","Other","Other"
"Return_to_owner","Male","1",572,"1","1",1,"Wednesday",13,"1","Other","Black/White"
"Transfer","Female","0",52,"0","1",9,"Tuesday",9,"0","Domestic Shorthair Mix","Brown Tabby"
"Transfer","Male","1",156,"1","0",12,"Friday",15,"1","Other","Other"
"Return_to_owner","Male","1",156,"1","1",1,"Wednesday",14,"1","Labrador Retriever Mix","Brown/Black"
"Transfer","Female","1",260,"1","1",10,"Thursday",17,"1","Chihuahua Shorthair Mix","White/Black"
"Transfer","Female","1",52,"1","1",4,"Thursday",13,"0","Boxer Mix","Red/White"
"Adoption","Male","1",24,"0","1",9,"Wednesday",10,"1","Domestic Medium Hair Mix","Orange Tabby"
"Adoption","Female","1",104,"1","0",11,"Saturday",18,"1","Other","Tan"
"Transfer","Male","0",0.43,"0","1",3,"Friday",13,"0","Domestic Shorthair Mix","Black"
"Transfer","Male","1",12,"1","1",10,"Saturday",13,"1","Border Collie Mix","Black"
"Euthanasia","Male","1",312,"1","1",2,"Tuesday",16,"0","Pit Bull Mix","Red/White"
"Transfer","Female","0",52,"0","1",4,"Monday",14,"0","Domestic Shorthair Mix","Blue Tabby"
"Euthanasia","Female","1",468,"1","1",3,"Monday",18,"0","Shih Tzu Mix","White/Brown"
"Return_to_owner","Male","1",104,"1","1",10,"Wednesday",15,"0","Other","Black/White"
"Adoption","Female","1",8,"0","1",9,"Tuesday",12,"0","Domestic Shorthair Mix","White/Black"
"Adoption","Female","0",260,"1","0",10,"Friday",17,"1","Other","Other"
"Adoption","Female","1",12,"0","1",7,"Thursday",12,"1","Domestic Shorthair Mix","Torbie"
"Adoption","Male","1",28,"1","0",5,"Saturday",17,"1","Chihuahua Shorthair/Dachshund","Tan/White"
"Transfer","Unknown","0",1,"0","1",9,"Saturday",14,"0","Domestic Shorthair Mix","Brown Tabby"
"Adoption","Female","1",28,"1","0",4,"Thursday",18,"1","Other","Other"
"Transfer","Male","0",2,"0","1",8,"Wednesday",19,"0","Domestic Shorthair Mix","Other"
"Adoption","Male","1",12,"0","1",8,"Wednesday",15,"1","Domestic Shorthair Mix","Black"
"Adoption","Female","0",52,"0","1",7,"Sunday",17,"1","Other","Other"
"Adoption","Female","1",20,"1","0",1,"Sunday",18,"1","Other","White/Tan"
"Adoption","Male","1",8,"0","1",12,"Saturday",18,"1","Domestic Longhair Mix","Brown Tabby"
"Transfer","Female","1",156,"1","1",9,"Friday",12,"0","Shih Tzu Mix","Other"
"Transfer","Unknown","0",4,"0","1",10,"Saturday",12,"0","Domestic Longhair Mix","Blue Tabby/White"
"Adoption","Female","1",312,"1","1",2,"Saturday",13,"1","Australian Shepherd Mix","Other"
"Transfer","Unknown","0",32,"0","1",9,"Saturday",9,"0","Domestic Shorthair Mix","Black"
"Adoption","Female","1",572,"0","1",10,"Saturday",11,"1","Domestic Shorthair Mix","Black"
"Adoption","Male","1",4,"0","1",10,"Saturday",12,"0","Domestic Shorthair Mix","Orange Tabby"
"Adoption","Male","1",8,"0","1",8,"Wednesday",17,"1","Domestic Shorthair Mix","Orange Tabby"
"Transfer","Female","0",20,"0","1",12,"Wednesday",19,"1","Domestic Shorthair Mix","White/Black"
"Transfer","Male","0",104,"1","1",11,"Thursday",0,"0","Pit Bull Mix","Red/White"
"Transfer","Unknown","0",32,"0","1",6,"Friday",9,"0","Domestic Shorthair Mix","Black/White"
"Euthanasia","Female","0",104,"1","0",6,"Monday",18,"0","Other","White"
"Adoption","Female","1",16,"1","0",9,"Wednesday",18,"1","Other","Other"
"Transfer","Female","1",468,"1","1",2,"Monday",15,"0","Other","Brown"
"Adoption","Female","1",8,"0","1",7,"Tuesday",11,"1","Domestic Shorthair Mix","Orange Tabby/White"
"Transfer","Male","1",4,"0","1",7,"Sunday",14,"0","Domestic Shorthair Mix","Black"
"Euthanasia","Male","1",104,"1","1",7,"Friday",18,"0","Australian Cattle Dog Mix","Black/White"
"Adoption","Male","1",416,"1","0",2,"Saturday",14,"1","Other","White/Brown"
"Euthanasia","Male","0",260,"0","1",7,"Saturday",12,"0","Domestic Shorthair Mix","Brown Tabby/White"
"Adoption","Female","1",8,"0","1",7,"Thursday",12,"1","Domestic Medium Hair Mix","Black/White"
"Adoption","Male","0",8,"1","1",12,"Tuesday",18,"0","German Shepherd Mix","Brown/Black"
"Transfer","Female","1",104,"1","1",11,"Tuesday",12,"1","Chihuahua Shorthair Mix","Other"
"Transfer","Female","1",104,"1","0",4,"Wednesday",14,"0","Other","White/Tan"
"Return_to_owner","Female","1",260,"0","1",9,"Friday",11,"1","Domestic Shorthair Mix","Black"
"Adoption","Female","1",8,"0","1",11,"Friday",14,"1","Domestic Shorthair Mix","Blue/White"
"Transfer","Female","1",16,"1","1",7,"Monday",15,"0","German Shepherd Mix","Brown/Black"
"Adoption","Male","1",4,"1","1",5,"Friday",17,"1","Other","Other"
"Return_to_owner","Female","1",156,"1","1",12,"Saturday",17,"1","Yorkshire Terrier Mix","Black/Tan"
"Transfer","Female","1",52,"1","1",9,"Tuesday",11,"0","Shih Tzu Mix","Other"
"Return_to_owner","Male","0",208,"1","1",4,"Monday",15,"1","Labrador Retriever Mix","Other"
"Euthanasia","Male","1",780,"0","1",2,"Monday",11,"1","Domestic Shorthair Mix","Blue Tabby/White"
"Euthanasia","Male","0",104,"1","1",12,"Thursday",15,"0","Labrador Retriever Mix","Tan"
"Adoption","Female","1",104,"1","1",1,"Saturday",17,"1","Boxer Mix","Brown/White"
"Adoption","Female","1",52,"1","1",8,"Monday",14,"1","American Bulldog Mix","White/Brown"
"Adoption","Male","1",104,"1","1",5,"Tuesday",18,"1","Other","Other"
"Return_to_owner","Female","1",624,"1","0",11,"Saturday",17,"1","Other","Other"
"Transfer","Male","1",8,"1","0",12,"Sunday",14,"0","Other","Brown Brindle"
"Adoption","Male","0",104,"1","0",1,"Friday",18,"1","Other","Black/Tan"
"Adoption","Female","1",104,"1","1",4,"Monday",16,"1","Australian Cattle Dog Mix","Brown/White"
"Return_to_owner","Female","1",104,"1","1",5,"Friday",18,"1","Australian Cattle Dog Mix","Other"
"Adoption","Female","1",52,"0","0",9,"Sunday",15,"1","Other","Torbie"
"Adoption","Female","1",36,"0","1",3,"Tuesday",11,"1","Domestic Shorthair Mix","White"
"Adoption","Male","1",16,"1","1",9,"Sunday",18,"1","Other","Other"
"Return_to_owner","Male","1",364,"1","1",6,"Tuesday",17,"1","Rat Terrier Mix","Tricolor"
"Return_to_owner","Male","1",36,"1","0",10,"Sunday",18,"1","Other","White/Brown"
"Adoption","Male","1",416,"0","1",2,"Thursday",17,"1","Domestic Shorthair Mix","Orange Tabby/White"
"Transfer","Female","0",0.86,"0","1",1,"Friday",14,"0","Domestic Shorthair Mix","Black"
"Return_to_owner","Male","1",156,"1","1",7,"Monday",16,"1","Other","Tricolor"
"Adoption","Female","1",52,"1","0",12,"Tuesday",12,"1","Other","Tan"
"Transfer","Female","1",16,"1","1",11,"Friday",13,"1","Other","Brown Brindle/White"
"Transfer","Male","0",4,"0","1",8,"Wednesday",17,"0","Domestic Shorthair Mix","White/Black"
"Return_to_owner","Male","1",260,"1","1",8,"Thursday",15,"1","Other","Black/Tan"
"Adoption","Female","1",12,"0","1",10,"Sunday",15,"1","Domestic Shorthair Mix","Brown Tabby"
"Transfer","Female","1",28,"1","1",5,"Friday",12,"1","Other","Tan"
"Transfer","Female","1",104,"1","0",10,"Friday",0,"1","Other","Brown"
"Return_to_owner","Female","1",208,"1","1",3,"Tuesday",13,"1","Chihuahua Shorthair Mix","Blue/White"
"Adoption","Female","1",52,"1","1",4,"Monday",13,"1","Pit Bull Mix","Brown/White"
"Adoption","Male","1",52,"0","1",8,"Thursday",17,"1","Domestic Shorthair Mix","Black"
"Adoption","Male","1",8,"0","1",10,"Monday",18,"0","Domestic Shorthair Mix","Orange Tabby/White"
"Return_to_owner","Female","1",104,"1","1",11,"Monday",18,"1","Pit Bull Mix","Blue/White"
"Adoption","Male","0",52,"1","1",8,"Wednesday",18,"1","Other","Tricolor"
"Return_to_owner","Male","1",24,"1","1",10,"Friday",15,"1","Chihuahua Shorthair Mix","Tan/White"
"Adoption","Male","1",416,"1","1",10,"Monday",19,"1","Border Collie Mix","Black/White"
"Return_to_owner","Male","1",104,"1","0",7,"Thursday",11,"1","Other","Red"
"Transfer","Female","1",52,"1","1",6,"Thursday",8,"0","Chihuahua Shorthair Mix","Black"
"Adoption","Female","1",16,"0","1",12,"Saturday",13,"1","Domestic Shorthair Mix","Blue"
"Transfer","Female","0",32,"1","0",8,"Sunday",13,"0","Other","Blue/White"
"Adoption","Female","1",52,"1","0",2,"Sunday",12,"1","Other","Red"
"Adoption","Female","1",52,"1","1",1,"Sunday",18,"1","Cairn Terrier Mix","White/Black"
"Transfer","Female","1",20,"1","1",10,"Thursday",11,"0","Chihuahua Shorthair Mix","White/Black"
"Transfer","Male","1",728,"0","1",1,"Sunday",15,"1","Domestic Shorthair Mix","Orange Tabby/White"
"Adoption","Female","1",364,"0","1",11,"Sunday",13,"1","Domestic Shorthair Mix","Brown Tabby"
"Return_to_owner","Female","1",208,"0","1",12,"Friday",13,"1","Domestic Shorthair Mix","Black"
"Transfer","Female","1",52,"0","1",3,"Sunday",14,"1","Domestic Shorthair Mix","Blue/White"
"Transfer","Female","0",156,"0","1",4,"Monday",9,"0","Domestic Shorthair Mix","Brown Tabby"
"Adoption","Female","1",52,"1","1",1,"Sunday",16,"1","German Shepherd Mix","Black/Tan"
"Adoption","Female","1",104,"1","1",6,"Monday",15,"1","Other","Other"
"Return_to_owner","Male","1",208,"1","1",8,"Thursday",12,"1","German Shepherd Mix","Black/Tan"
"Return_to_owner","Male","1",104,"1","1",9,"Sunday",13,"1","Labrador Retriever Mix","Black/White"
"Adoption","Male","1",8,"0","1",7,"Tuesday",18,"1","Domestic Shorthair Mix","Black/White"
"Return_to_owner","Female","1",156,"1","1",1,"Thursday",18,"1","German Shepherd Mix","Brown/Black"
"Return_to_owner","Male","1",260,"1","1",10,"Sunday",11,"1","Chihuahua Shorthair Mix","Other"
"Euthanasia","Female","1",676,"1","0",12,"Monday",14,"1","Other","Tan"
"Return_to_owner","Male","1",32,"1","1",2,"Sunday",17,"1","Chihuahua Shorthair Mix","Tan/White"
"Transfer","Female","0",52,"0","1",5,"Friday",19,"0","Siamese Mix","Other"
"Return_to_owner","Male","1",104,"1","1",7,"Tuesday",11,"1","Chihuahua Shorthair Mix","Brown"
"Adoption","Female","1",16,"1","1",10,"Thursday",12,"1","Other","White/Tan"
"Adoption","Female","1",208,"1","0",2,"Wednesday",17,"1","Other","Other"
"Transfer","Male","1",156,"1","1",8,"Sunday",15,"1","Australian Cattle Dog Mix","Other"
"Transfer","Female","0",156,"1","1",10,"Saturday",11,"0","German Shepherd Mix","Black/Tan"
"Transfer","Male","1",208,"1","0",2,"Thursday",12,"1","Other","Brown/Black"
"Euthanasia","Male","0",520,"0","1",2,"Thursday",14,"1","Domestic Medium Hair Mix","Orange Tabby"
"Return_to_owner","Male","1",104,"1","1",6,"Monday",17,"0","Pit Bull Mix","Blue/White"
"Return_to_owner","Male","1",44,"1","0",7,"Saturday",15,"1","Other","Brown"
"Transfer","Female","0",8,"0","1",6,"Sunday",14,"0","Domestic Shorthair Mix","Brown Tabby/White"
"Return_to_owner","Male","1",468,"1","1",3,"Wednesday",18,"1","Other","Other"
"Transfer","Female","0",104,"0","1",5,"Saturday",9,"0","Domestic Shorthair Mix","Brown Tabby/White"
"Transfer","Female","1",4,"0","1",10,"Saturday",15,"0","Domestic Shorthair Mix","Black/White"
"Return_to_owner","Female","1",572,"1","1",9,"Sunday",11,"1","Shih Tzu Mix","Black/White"
"Transfer","Male","1",52,"0","1",5,"Wednesday",14,"1","Domestic Shorthair Mix","Orange Tabby/White"
"Adoption","Female","0",8,"1","0",2,"Saturday",18,"1","Other","White/Brown"
"Adoption","Female","1",52,"1","1",10,"Friday",16,"1","Other","Red"
"Return_to_owner","Male","1",104,"1","1",5,"Monday",16,"1","Chihuahua Shorthair Mix","Tan/White"
"Transfer","Male","0",156,"0","1",5,"Friday",8,"0","Domestic Shorthair Mix","Black/White"
"Adoption","Female","1",468,"1","1",6,"Saturday",14,"1","Labrador Retriever Mix","Brown"
"Transfer","Male","0",16,"0","1",7,"Sunday",9,"0","Domestic Shorthair Mix","Brown Tabby"
"Adoption","Male","1",156,"0","0",10,"Tuesday",17,"1","Other","Other"
"Adoption","Male","1",8,"0","1",10,"Tuesday",12,"1","Domestic Medium Hair Mix","Other"
"Adoption","Male","1",12,"1","1",8,"Wednesday",17,"1","Cairn Terrier Mix","Other"
"Return_to_owner","Male","1",52,"1","1",2,"Saturday",16,"0","German Shepherd Mix","Brown/Black"
"Transfer","Male","0",52,"0","1",10,"Tuesday",9,"1","Domestic Shorthair Mix","Blue"
"Transfer","Female","0",20,"1","0",9,"Saturday",16,"1","Other","Black"
"Return_to_owner","Female","1",52,"1","1",7,"Thursday",17,"1","Pit Bull Mix","Brown/White"
"Return_to_owner","Male","1",20,"1","0",1,"Sunday",13,"0","Other","Brown Brindle/White"
"Return_to_owner","Female","1",36,"0","1",8,"Wednesday",19,"1","Domestic Shorthair Mix","Other"
"Adoption","Female","1",104,"1","1",6,"Friday",11,"1","Chihuahua Shorthair Mix","Other"
"Adoption","Female","1",520,"0","1",5,"Monday",12,"1","Domestic Shorthair Mix","Black/White"
"Adoption","Male","1",52,"1","1",12,"Sunday",12,"1","Miniature Schnauzer Mix","White/Tan"
"Adoption","Female","1",4,"1","1",1,"Tuesday",18,"1","Labrador Retriever Mix","Black/White"
"Adoption","Male","1",104,"1","1",12,"Monday",16,"1","Other","Tricolor"
"Transfer","Female","0",20,"0","1",8,"Thursday",9,"0","Siamese Mix","Other"
"Transfer","Female","1",260,"1","1",4,"Friday",14,"1","Other","White"
"Transfer","Female","1",156,"1","1",3,"Friday",11,"0","Pit Bull Mix","White"
"Euthanasia","Female","1",260,"1","1",6,"Sunday",16,"0","Labrador Retriever Mix","Brown"
"Return_to_owner","Female","1",24,"1","1",9,"Tuesday",16,"0","German Shepherd Mix","Other"
"Transfer","Female","0",0.43,"0","1",6,"Saturday",13,"0","Domestic Shorthair Mix","Blue/White"
"Transfer","Female","1",52,"0","1",12,"Thursday",13,"1","Domestic Shorthair Mix","Black/White"
"Adoption","Male","1",16,"0","1",1,"Thursday",10,"1","Domestic Shorthair Mix","Brown Tabby/White"
"Transfer","Male","0",2,"0","1",5,"Sunday",13,"0","Domestic Shorthair Mix","Brown Tabby"
"Transfer","Unknown","0",0.86,"1","0",6,"Thursday",18,"0","Other","Brown Brindle"
"Return_to_owner","Male","1",104,"1","0",2,"Sunday",11,"1","Other","Red/White"
"Transfer","Female","1",520,"1","0",5,"Saturday",13,"1","Other","Other"
"Return_to_owner","Female","1",260,"1","1",2,"Tuesday",11,"1","Labrador Retriever Mix","Red"
"Transfer","Female","0",104,"0","1",10,"Sunday",13,"0","Domestic Shorthair Mix","Calico"
"Adoption","Male","1",416,"1","1",9,"Tuesday",8,"1","Labrador Retriever Mix","Other"
"Euthanasia","Female","1",208,"1","1",9,"Wednesday",12,"1","Labrador Retriever Mix","Black"
"Transfer","Female","0",40,"0","1",2,"Tuesday",19,"1","Domestic Shorthair Mix","Black/White"
"Transfer","Unknown","0",2,"0","1",9,"Sunday",15,"0","Siamese Mix","Other"
"Transfer","Female","1",12,"1","1",10,"Friday",17,"1","Catahoula Mix","Other"
"Transfer","Female","1",36,"1","0",12,"Friday",11,"0","Other","White/Black"
"Transfer","Female","1",312,"0","1",2,"Sunday",13,"0","Domestic Shorthair Mix","Calico"
"Return_to_owner","Female","1",52,"1","0",3,"Saturday",11,"1","Other","White/Black"
"Adoption","Female","1",104,"1","0",1,"Tuesday",18,"1","Other","Tan/White"
"Return_to_owner","Male","1",104,"1","1",1,"Monday",17,"1","Boxer Mix","Red/White"
"Transfer","Male","0",8,"0","1",5,"Tuesday",17,"0","Domestic Shorthair Mix","Blue Tabby/White"
"Adoption","Male","0",8,"1","1",9,"Thursday",0,"1","Chihuahua Shorthair Mix","Tan/White"
"Return_to_owner","Female","1",364,"1","0",11,"Saturday",14,"1","Other","White/Tan"
"Adoption","Male","1",156,"1","1",10,"Sunday",14,"1","Cairn Terrier Mix","Other"
"Transfer","Male","1",208,"1","1",1,"Friday",12,"1","Rottweiler Mix","Black/Tan"
"Return_to_owner","Male","1",520,"0","1",9,"Tuesday",13,"1","Other","White/Black"
"Adoption","Male","1",8,"0","0",7,"Wednesday",16,"1","Other","Other"
"Adoption","Female","1",52,"1","0",1,"Saturday",13,"1","Other","White/Brown"
"Transfer","Unknown","0",2,"0","1",3,"Tuesday",18,"0","Domestic Shorthair Mix","White/Black"
"Adoption","Male","1",4,"1","0",7,"Friday",17,"1","Other","Black/White"
"Transfer","Female","1",24,"0","1",5,"Saturday",11,"1","Domestic Longhair Mix","Tortie"
"Adoption","Male","1",32,"1","1",5,"Wednesday",17,"1","Miniature Schnauzer Mix","Other"
"Return_to_owner","Female","1",52,"1","0",1,"Tuesday",18,"1","Other","Brown/Black"
"Transfer","Female","1",52,"0","1",12,"Sunday",14,"1","Domestic Shorthair Mix","Calico"
"Adoption","Male","1",156,"0","1",12,"Saturday",17,"1","Domestic Shorthair Mix","Orange Tabby"
"Transfer","Female","0",156,"1","1",5,"Saturday",18,"1","Yorkshire Terrier Mix","Other"
"Transfer","Male","0",36,"1","1",10,"Saturday",13,"0","Pit Bull Mix","Blue/White"
"Adoption","Male","1",20,"0","1",12,"Sunday",17,"1","Domestic Shorthair Mix","Orange Tabby/White"
"Adoption","Female","1",52,"1","1",12,"Tuesday",11,"1","Pit Bull Mix","Black/White"
"Adoption","Female","1",32,"1","0",5,"Sunday",12,"1","Other","Black/White"
"Adoption","Male","1",104,"1","1",2,"Saturday",13,"1","Other","Red"
"Return_to_owner","Female","1",44,"1","1",12,"Sunday",11,"0","Other","Brown"
"Return_to_owner","Male","1",312,"1","1",1,"Friday",19,"1","Other","Black/White"
"Adoption","Male","1",8,"0","1",7,"Sunday",17,"1","Domestic Shorthair Mix","Black/White"
"Adoption","Male","1",8,"0","1",7,"Saturday",8,"1","Domestic Shorthair Mix","Brown Tabby"
"Transfer","Male","1",52,"1","1",6,"Friday",14,"1","Boxer Mix","Red/White"
"Adoption","Male","1",104,"1","1",1,"Tuesday",18,"1","Other","Other"
"Return_to_owner","Male","1",104,"1","1",1,"Thursday",13,"1","Labrador Retriever Mix","Black"
"Transfer","Female","1",156,"1","1",6,"Friday",14,"0","Rottweiler Mix","Black/Brown"
"Transfer","Male","0",52,"0","1",12,"Wednesday",9,"0","Domestic Shorthair Mix","Brown Tabby/White"
"Adoption","Male","1",52,"1","1",9,"Thursday",17,"1","Pit Bull Mix","Tan/White"
"Transfer","Male","0",2,"0","1",4,"Wednesday",12,"0","Domestic Shorthair Mix","Blue Tabby"
"Transfer","Female","1",260,"1","1",9,"Sunday",16,"1","Chihuahua Shorthair Mix","Tan/White"
"Return_to_owner","Male","1",12,"1","1",5,"Sunday",11,"1","Siberian Husky Mix","Other"
"Adoption","Female","1",52,"1","1",12,"Saturday",16,"1","Chihuahua Shorthair Mix","Brown/White"
"Transfer","Male","1",4,"1","0",12,"Thursday",14,"0","Other","Tricolor"
"Transfer","Female","0",3,"0","1",10,"Tuesday",12,"0","Domestic Medium Hair Mix","Blue Tabby"
"Transfer","Female","0",4,"0","1",9,"Thursday",17,"0","Domestic Shorthair Mix","Brown Tabby"
"Transfer","Male","1",52,"1","1",3,"Saturday",11,"1","Other","Other"
"Adoption","Female","1",156,"1","1",4,"Thursday",18,"1","Labrador Retriever Mix","Black/White"
"Adoption","Female","1",104,"1","1",5,"Wednesday",18,"1","Other","Black"
"Adoption","Female","0",208,"1","1",1,"Wednesday",12,"1","Chihuahua Shorthair Mix","White/Brown"
"Return_to_owner","Female","1",728,"1","1",5,"Friday",12,"1","Other","Black/Brown"
"Transfer","Male","1",16,"1","0",4,"Tuesday",0,"1","Other","Tan/White"
"Adoption","Female","0",12,"1","1",10,"Thursday",11,"1","Other","Other"
"Adoption","Female","1",52,"1","1",7,"Thursday",13,"1","German Shepherd Mix","White"
"Adoption","Female","1",20,"1","0",3,"Sunday",19,"1","Other","Brown/White"
"Return_to_owner","Female","1",364,"1","0",6,"Wednesday",16,"1","Other","Other"
"Adoption","Female","1",52,"0","1",11,"Wednesday",9,"1","Siamese Mix","Other"
"Transfer","Female","0",4,"1","0",1,"Thursday",17,"0","Other","Tricolor"
"Return_to_owner","Male","1",52,"1","1",2,"Sunday",12,"1","Other","Red"
"Transfer","Male","0",12,"0","1",9,"Thursday",14,"0","Domestic Shorthair Mix","Blue Tabby/White"
"Transfer","Female","0",104,"0","1",1,"Friday",19,"1","Domestic Longhair Mix","Tortie"
"Adoption","Female","1",52,"1","1",7,"Saturday",17,"1","Chihuahua Longhair Mix","White/Tan"
